Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
320,3,0.962499976,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'experience_working', 'adan_munoz', 'team', 'dlj_financial', 'adan', 'began', 'working', 'refinancing', 'options', 'home', 'decided', 'relocate', 'sell', 'adan', 'stayed', 'helped', 'secure', 'mortgage', 'new_home', 'process', 'painless', 'thanks', 'adan', 'lee', 'kulick', 'janeen', 'cadwell', 'knowledge', 'kindness', 'prompt', 'responses', 'questions', 'concerns', 'made', 'whole', 'experience', 'pleasant', 'always', 'case', 'dealing', 'lenders', 'past', 'definitely_recommend', 'dlj_financial', 'anyone_looking', 'new', 'loan', 'refinancing', 'options', 'read']"
321,2,0.973399997,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['worked', 'adan_munoz', 'loan', 'processor', 'janeen', 'cadwell', 'refi', 'felt_like', 'team', 'trying', 'make', 'loan', 'happen', 'ups', 'downs', 'loans', 'conditions', 'underwriting', 'guidelines', 'got_done', 'end', 'pleased', 'service', 'got', 'top', 'notch', 'recommend', 'anybody', 'read']"
322,1,0.956700027,"process, loan, read, closing, made, team, experience, time, great, questions","['anthony_marroquin', 'team', 'knowledgeable', 'provided', 'clarity', 'entire', 'refi', 'process', 'looking', 'credible', 'costeffective', 'efficient', 'solution', 'oriented', 'mortgage_broker', 'anthony_marroquin', 'dlj_financial']"
323,1,0.956700027,"process, loan, read, closing, made, team, experience, time, great, questions","['anthony_marroquin', 'team', 'knowledgeable', 'provided', 'clarity', 'entire', 'refi', 'process', 'looking', 'credible', 'costeffective', 'efficient', 'solution', 'oriented', 'mortgage_broker', 'anthony_marroquin', 'dlj_financial']"
324,3,0.934499979,"process, time, read, loan, home, great, always, company, questions, nasb","['jaclyn', 'maribelfirst', 'time', 'refi', 'completely', 'online', 'owned', 'several', 'properties', 'years', 'dlj', 'senior', 'mortgage_banker', 'jaclyn', 'maribel', 'courteous', 'professional', 'knowledgeable', 'every', 'extent', 'made', 'choice', 'dlj', 'one', 'wish', 'every', 'property', 'purchase', 'refi', 'made', 'past', 'seemless', 'delivered', 'every', 'promise', 'made', 'day', 'one', 'couldnt', 'happier', 'service', 'provided', 'manner', 'provided', 'star', 'way', 'around', 'thank', 'dlj', 'team', 'read']"
325,0,0.989499986,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['anthony_marroquin', 'primary', 'senior', 'mortgage_banker', 'anthony', 'patiently', 'thoroughly', 'fully', 'explained', 'everything', 'step', 'step', 'start_finish', 'exploring', 'options', 'best', 'results', 'went', 'dlj', 'anthony', 'individualized', 'care', 'competence', 'commitment', 'making', 'right', 'stuff', 'happen', 'anyone', 'financing', 'market', 'knows', 'begin', 'research', 'options', 'swamped', 'endless', 'phone_calls', 'texts', 'dozens', 'companies', 'offering', 'everything', 'usually', 'disclosing', 'downsides', 'hidden', 'fees', 'anythony', 'savvy', 'financially', 'creative', 'thoughtful', 'thorough', 'chose', 'work', 'dlj', 'versus', 'company', 'anthony', 'walked', 'steps', 'requirements', 'beginning', 'successful', 'finish', 'thus', 'stars', 'anthony', 'refinance', 'anthony_marroquin', 'dlj_financial', 'best', 'service', 'options', 'read']"
326,0,0.54549998,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['recently', 'successfully', 'financed', 'home', 'loan', 'dlj_financial', 'senior', 'mortgage_banker', 'anthony_marroquin', 'discovered', 'traditional', 'banks', 'online', 'financing', 'companies', 'impossible', 'work', 'held', 'record', 'variable', 'income', 'selfemployed', 'freelancer', 'reality', 'producer', 'works', 'decade', 'major', 'network', 'series', 'however', 'dlj', 'carefully', 'evaluated', 'everything', 'treated', 'unique', 'person', 'rather', 'bunch', 'standard', 'numbers', 'crunched', 'averaged', 'made', 'happen', 'fully', 'explained', 'glitchesanthony', 'marroquin', 'patiently', 'thoroughly', 'fully', 'explained', 'everything', 'step', 'step', 'start_finish', 'exploring', 'options', 'best', 'results', 'went', 'dlj', 'anthony', 'individualized', 'care', 'competence', 'commitment', 'making', 'right', 'stuff', 'happen', 'anyone', 'financing', 'market', 'knows', 'begin', 'research', 'options', 'swamped', 'endless', 'phone_calls', 'texts', 'dozens', 'companies', 'offering', 'everything', 'usually', 'disclosing', 'downsides', 'hidden', 'fees', 'anythony', 'savvy', 'financially', 'creative', 'thoughtful', 'thorough', 'chose', 'work', 'dlj', 'versus', 'company', 'anthony', 'walked', 'steps', 'requirements', 'beginning', 'successful', 'finish', 'thus', 'stars', 'anthonyif', 'financing', 'future', 'dlj', 'anthony_marroquin', 'highest', 'recommendation', 'read']"
327,1,0.976199985,"process, loan, read, closing, made, team, experience, time, great, questions","['grateful', 'came_across', 'adan_munoz', 'knowledgable', 'kind', 'professional', 'always', 'remained', 'calm', 'helped', 'questions', 'every_step', 'way', 'underwriter', 'helpful', 'well', 'made', 'process', 'seamless', 'appreciated', 'secured', 'email', 'system', 'used', 'well', 'loan', 'closed', 'earlier', 'expected', 'happy', 'results', 'read']"
328,1,0.976199985,"process, loan, read, closing, made, team, experience, time, great, questions","['grateful', 'came_across', 'adan_munoz', 'knowledgable', 'kind', 'professional', 'always', 'remained', 'calm', 'helped', 'questions', 'every_step', 'way', 'underwriter', 'helpful', 'well', 'made', 'process', 'seamless', 'appreciated', 'secured', 'email', 'system', 'used', 'well', 'loan', 'closed', 'earlier', 'expected', 'happy', 'results', 'read']"
329,0,0.933899999,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['adan_munoz', 'responsive', 'needs', 'refinancing', 'mortgage', 'available', 'even', 'hours', 'necessary', 'highly_recommend', 'dlj_financial']"
330,1,0.978299975,"process, loan, read, closing, made, team, experience, time, great, questions","['jaclyn', 'super', 'friendly', 'awesome', 'work', 'jaclyn', 'easy', 'talk', 'explains', 'everything', 'understand', 'five', 'minutes', 'talking', 'sold', 'going', 'firm', 'talked', 'two', 'companies', 'neither', 'company', 'could', 'compare', 'made', 'whole_process', 'easy', 'worked_hard', 'give', 'needed', 'surely', 'call', 'need', 'anything', 'future', 'read']"
331,1,0.984399974,"process, loan, read, closing, made, team, experience, time, great, questions","['shopping', 'around', 'refinance', 'came', 'upon', 'dlj_financial', 'listened', 'wanted', 'worked_hard', 'give', 'needed', 'gotten', 'quotes', 'two', 'companies', 'couldnt', 'even', 'compare', 'dlj', 'financialour', 'customer_service', 'rep', 'jaclyn', 'martin', 'work', 'hard', 'give', 'everything', 'wanted', 'explained', 'every_step', 'process', 'always', 'answer', 'questions', 'super', 'friendly', 'easy', 'talked', 'loved', 'working', 'sakani', 'hamilton', 'experience', 'stressful', 'everything_went', 'fast', 'surely', 'work', 'read']"
332,2,0.947700024,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['fantastic', 'communicator', 'able', 'offer', 'options', 'may', 'considered', 'thinks', 'big', 'picture', 'best', 'achieve', 'longterm', 'goals']"
333,2,0.983399987,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['simple', 'really', 'refi', 'lot', 'work', 'stressful', 'look', 'company', 'one', 'going', 'handle', 'work', 'best_interest', 'well', 'present', 'ideas', 'may', 'known', 'options', 'strategy', 'underway', 'want', 'communication', 'updates', 'overall', 'insight', 'process', 'going', 'three', 'things', 'happen', 'easily', 'noninvasive', 'way', 'dlj', 'checks', 'every', 'box', 'mentioned', 'highly_recommend', 'anyone', 'wants', 'refi', 'correctly', 'minimal', 'stress', 'read']"
334,3,0.912400007,"process, time, read, loan, home, great, always, company, questions, nasb","['man', 'amazing', 'said', 'orginal', 'review', 'deal', 'againthank', 'bryan']"
335,3,0.673799992,"process, time, read, loan, home, great, always, company, questions, nasb","['going', 'break', 'year', 'relationship', 'things', 'hard', 'trying', 'find', 'way', 'forward', 'delt', 'several', 'pushy', 'finace', 'companys', 'didnt', 'like', 'came', 'accross', 'bryan', 'man', 'amazing', 'answered', 'questions', 'kept', 'loop', 'emailed', 'anything', 'asked', 'top', 'listened', 'woes', 'current', 'relationship', 'little', 'bit', 'compassion', 'humanity', 'decided', 'deal', 'bryan', 'everything_went', 'smooth', 'going', 'bring', 'mother', 'bryan', 'get', 'refi', 'done', 'company', 'future', 'thanks', 'bryan', 'read']"
336,2,0.705200016,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['bryan', 'definitely', 'best', 'loan_officer', 'ive', 'come', 'across', 'years', 'excellent', 'communicator', 'knowledgeable', 'top', 'process', 'highly_recommend']"
337,1,0.978999972,"process, loan, read, closing, made, team, experience, time, great, questions","['purchased', 'properties', 'past', 'years', 'far', 'best', 'experience', 'ive', 'lender', 'quick', 'fair', 'detail', 'oriented', 'great', 'communicators', 'please', 'note', 'also', 'real', 'estate', 'clients', 'thru', 'terrible', 'experiences', 'larger', 'institutions', 'recently', 'bryan', 'really', 'top', 'process', 'knowledgeable', 'using', 'personal', 'also', 'referring', 'clients', 'read']"
338,3,0.739899993,"process, time, read, loan, home, great, always, company, questions, nasb","['paul', 'great_job', 'initial', 'call', 'email', 'inquiry', 'request', 'final', 'stages', 'process', 'staff', 'worked', 'well', 'get', 'loan', 'done', 'timely_manner', 'always_available', 'came', 'loan', 'rate', 'said', 'hed', 'get', 'recommend', 'paul', 'future', 'need', 'arises']"
339,2,0.969600022,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['ethan', 'peter', 'worked', 'tirelessly', 'close', 'loan', 'extra', 'attentive', 'questions', 'explained', 'whole_process', 'detail', 'team', 'responsive', 'polite', 'called', 'many', 'institutions', 'end', 'dlj', 'ethan', 'earned', 'business', 'happier', 'results']"
340,1,0.964399993,"process, loan, read, closing, made, team, experience, time, great, questions","['first_time', 'home', 'buyer', 'process', 'daunting', 'brandon', 'great', 'guide', 'entire_process', 'feel', 'absolute', 'best', 'provide', 'fair', 'rate', 'responsive', 'helpful', 'questions', 'assure', 'next', 'home_purchase']"
341,1,0.975799978,"process, loan, read, closing, made, team, experience, time, great, questions","['absolutely', 'best', 'service', 'used', 'twice', 'loan', 'preferred', 'lender', 'send', 'clients', 'answer', 'questions', 'application', 'close', 'ann', 'extremely', 'knowledgeable', 'works', 'well', 'first_time', 'repeat', 'buyers', 'team', 'makes', 'sure', 'everything', 'goes', 'smoothly', 'closes', 'tine', 'exceptional', 'service']"
342,3,0.989099979,"process, time, read, loan, home, great, always, company, questions, nasb","['first', 'met', 'penny', 'several', 'years', 'ago', 'began', 'getting', 'information', 'home', 'loan', 'time', 'income', 'high', 'enough', 'secure', 'loan', 'penny', 'took', 'time', 'work', 'gave', 'information', 'needed', 'able', 'secure', 'home', 'loan', 'future', 'date', 'time', 'finally', 'arrived', 'july', 'year', 'penny', 'helped', 'details', 'financing', 'home', 'loan', 'always', 'felt', 'penny', 'corner', 'time', 'met', 'penny', 'friendly', 'caring', 'way', 'commitment', 'getting', 'loan', 'able', 'purchase', 'beautiful', 'two', 'bedroom', 'condo', 'also', 'finished', 'basement', 'thanks', 'penny', 'even', 'man', 'cave', 'couldnt', 'happier', 'read']"
343,1,0.616900027,"process, loan, read, closing, made, team, experience, time, great, questions","['bought', 'sold', 'multiple', 'properties', 'lifetime', 'many', 'experiences', 'lenders', 'one', 'brandon', 'mears', 'unique', 'say', 'least', 'brandon', 'true', 'professional', 'honest', 'efficient', 'supportive', 'level', 'never', 'experienced', 'commitment', 'finding', 'best', 'loan', 'saving', 'opportunities', 'quite', 'remarkablehis', 'constant', 'support', 'frequent', 'communications', 'made', 'comfortable', 'decision', 'work', 'phone_calls', 'texts', 'emails', 'answered', 'almost', 'immediately', 'followup', 'impeccable', 'read']"
344,2,0.893700004,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['worked', 'sam', 'fazio', 'home_purchase', 'provide', 'low', 'interest_rate', 'low', 'closing_costs', 'process', 'seamless', 'detailed', 'explanation', 'mortgage', 'process', 'introduced', 'everyone', 'team', 'wonderful', 'well', 'loan', 'clear', 'close', 'way', 'ahead', 'schedule', 'realtor', 'attorney', 'super', 'impressed', 'service', 'provided', 'recommend', 'sam', 'fazio', 'everyone_know', 'looking', 'mortgage', 'read']"
345,2,0.721400023,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['worked', 'sam', 'home_purchase', 'provide', 'low', 'interest_rate', 'low', 'closing_costs', 'process', 'seamless', 'detailed', 'explanation', 'mortgage', 'process', 'introduced', 'everyone', 'team', 'wonderful', 'well', 'loan', 'clear', 'close', 'way', 'ahead', 'schedule', 'realtor', 'attorney', 'super', 'impressed', 'service', 'provided', 'recommend', 'everyone_know', 'looking', 'mortgage', 'read']"
346,3,0.970300019,"process, time, read, loan, home, great, always, company, questions, nasb","['friendly', 'knowledgeable', 'experienced', 'industry', 'one', 'best', 'companies', 'ive', 'business', 'upon', 'next', 'purchase', 'home', 'refinance', 'jim', 'moore', 'team', 'best', 'raleigh', 'north', 'carolina', 'look', 'forward', 'guaranteed_rate', 'family', 'smiling']"
347,3,0.967999995,"process, time, read, loan, home, great, always, company, questions, nasb","['penny', 'nothing', 'short', 'amazing', 'penny', 'helped', 'wife', 'multiple', 'times', 'get', 'mortgages', 'fit', 'comfortable', 'works', 'hard', 'day', 'night', 'make', 'customers', 'happy', 'truly', 'changed', 'lives', 'better']"
348,3,0.979399979,"process, time, read, loan, home, great, always, company, questions, nasb","['penny', 'pleasure_work', 'works', 'hard', 'find', 'best', 'rates', 'decisions', 'mortgage', 'purposes', 'works', 'fast', 'pace', 'quick', 'responses', 'enjoyed', 'working', 'penny', 'referred', 'many', 'people', 'referrals', 'let_know', 'happy', 'recommendation', 'couldnt', 'asked', 'work', 'someone', 'better', 'strongly', 'encourage', 'give', 'penny', 'call', 'mortgage', 'inquiries', 'read']"
349,3,0.835600019,"process, time, read, loan, home, great, always, company, questions, nasb","['good', 'service', 'helpful', 'people']"
350,0,0.982900023,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['met', 'germain', 'daughter', 'son', 'law', 'known', 'done', 'business', 'several', 'years', 'germain', 'also', 'helped', 'granddaughter', 'buy', 'first_home', 'moved', 'home', 'another', 'state', 'lived', 'years', 'thinking', 'frightening', 'intimidating', 'process', 'dreading', 'whole', 'thing', 'germain', 'made', 'transition', 'new_home', 'much_easier', 'knowledge', 'compassion', 'recommend', 'germain', 'anyone', 'wants', 'less', 'stressful', 'positive', 'experience', 'read']"
